Advice,Company,Target,Analyst,Date,Ticker
Buy,Asian Granito India ..,351.0,Angel Broking,25 Jan 2017,
Buy,Dewan Housing Financ..,350.0,Angel Broking,24 Jan 2017,DHFL
Neutral,Hindustan Unilever L..,863.0,Angel Broking,24 Jan 2017,
Accumulate,Federal Bank Ltd.,85.0,Angel Broking,24 Jan 2017,
Buy,Tata Consultancy Ser..,2620.0,Angel Broking,19 Jan 2017,
Buy,Cholamandalam Invest..,1230.0,Angel Broking,19 Jan 2017,
Buy,Infosys Ltd.,1249.0,Angel Broking,17 Jan 2017,
Buy,LIC Housing Finance ..,630.0,Angel Broking,17 Jan 2017,
Buy,Alkem Laboratories L..,1989.0,Angel Broking,03 Jan 2017,
Buy,KEI Industries Ltd.,153.0,Angel Broking,30 Dec 2016,
Buy,TV Today Network Ltd.,385.0,Angel Broking,05 Dec 2016,TVTODAY
Neutral,Laurus Labs Ltd.,,Angel Broking,03 Dec 2016,
Buy,Navkar Corporation L..,265.0,Angel Broking,02 Dec 2016,
Buy,Federal Bank Ltd.,85.0,Angel Broking,01 Dec 2016,
Buy,Lakshmi Vilas Bank L..,174.0,Angel Broking,28 Nov 2016,
Buy,Siyaram Silk Mills L..,1605.0,Angel Broking,21 Nov 2016,SIYSIL
Buy,Sun Pharmaceutical I..,847.0,Angel Broking,17 Nov 2016,SUNPHARMA
Accumulate,Ipca Laboratories Ltd.,613.0,Angel Broking,16 Nov 2016,
Accumulate,Garware Technical Fi..,618.0,Angel Broking,16 Nov 2016,
Buy,Mirza International ..,107.0,Angel Broking,16 Nov 2016,MIRZAINT
Buy,Aurobindo Pharma Ltd.,877.0,Angel Broking,16 Nov 2016,
Buy,Lupin Ltd.,1809.0,Angel Broking,11 Nov 2016,
Sell,Cipla Ltd.,490.0,Angel Broking,11 Nov 2016,
Accumulate,ICICI Bank Ltd.,315.0,Angel Broking,11 Nov 2016,
Neutral,Sanofi India Ltd.,,Angel Broking,10 Nov 2016,
Sell,Indoco Remedies Ltd.,240.0,Angel Broking,10 Nov 2016,INDOCO
Neutral,GlaxoSmithKline Phar..,,Angel Broking,09 Nov 2016,
Buy,Amara Raja Energy & ..,1167.0,Angel Broking,08 Nov 2016,ARE&M
Neutral,UPL Ltd.,,Angel Broking,07 Nov 2016,
Accumulate,Maruti Suzuki India ..,6006.0,Angel Broking,07 Nov 2016,
Neutral,Zydus Lifesciences L..,,Angel Broking,07 Nov 2016,
Neutral,Alembic Pharmaceutic..,,Angel Broking,07 Nov 2016,
Neutral,Dr. Reddy's Laborato..,,Angel Broking,07 Nov 2016,
Buy,LIC Housing Finance ..,630.0,Angel Broking,05 Nov 2016,LICHSGFIN
Accumulate,Radico Khaitan Ltd.,147.0,Angel Broking,05 Nov 2016,
Buy,Tech Mahindra Ltd.,600.0,Angel Broking,03 Nov 2016,TECHM
Neutral,Rallis India Ltd.,,Angel Broking,03 Nov 2016,
Buy,ITC Ltd.,284.0,Angel Broking,02 Nov 2016,
Neutral,Hindustan Unilever L..,,Angel Broking,02 Nov 2016,
Buy,Asian Granito India ..,351.0,Angel Broking,28 Oct 2016,
Buy,Wipro Ltd.,590.0,Angel Broking,25 Oct 2016,
Buy,HCL Technologies Ltd.,1000.0,Angel Broking,25 Oct 2016,
Accumulate,Tata Consultancy Ser..,2620.0,Angel Broking,21 Oct 2016,
Buy,Infosys Ltd.,1249.0,Angel Broking,20 Oct 2016,INFY
Buy,Axis Bank Ltd.,630.0,Angel Broking,06 Oct 2016,
Buy,Asian Granito India ..,351.0,Angel Broking,03 Oct 2016,
Neutral,IL&FS Transportation..,93.0,Angel Broking,15 Sep 2016,IL&FSTRANS
Buy,TV Today Network Ltd.,363.0,Angel Broking,14 Sep 2016,
Buy,Navkar Corporation L..,265.0,Angel Broking,08 Sep 2016,
Buy,Mirza International ..,113.0,Angel Broking,01 Sep 2016,
Accumulate,RBL Bank Ltd.,325.0,Angel Broking,31 Aug 2016,
Buy,PNC Infratech Ltd.,143.0,Angel Broking,31 Aug 2016,
Accumulate,Aurobindo Pharma Ltd.,877.0,Angel Broking,25 Aug 2016,AUROPHARMA
Buy,Mahindra Lifespace D..,522.0,Angel Broking,22 Aug 2016,
Buy,KNR Constructions Ltd.,802.0,Angel Broking,18 Aug 2016,
Buy,Radico Khaitan Ltd.,125.0,Angel Broking,18 Aug 2016,
Buy,Sun Pharmaceutical I..,944.0,Angel Broking,17 Aug 2016,
Sell,Dishman Pharmaceutic..,,Angel Broking,17 Aug 2016,
Accumulate,Jagran Prakashan Ltd.,205.0,Angel Broking,12 Aug 2016,
Accumulate,Linc Ltd.,283.0,Angel Broking,11 Aug 2016,
Buy,HCL Technologies Ltd.,1000.0,Angel Broking,08 Aug 2016,
Neutral,Greaves Cotton Ltd.,,Angel Broking,06 Aug 2016,
Buy,Voltas Ltd.,407.0,Angel Broking,04 Aug 2016,
Neutral,Alembic Pharmaceutic..,,Angel Broking,04 Aug 2016,
Buy,Equitas Holdings Ltd.,235.0,Angel Broking,01 Aug 2016,
Neutral,Dr. Reddy's Laborato..,,Angel Broking,29 Jul 2016,
Buy,Tata Consultancy Ser..,2867.0,Angel Broking,21 Jul 2016,TCS
Neutral,Hindustan Unilever L..,,Angel Broking,20 Jul 2016,
Buy,Infosys Ltd.,1370.0,Angel Broking,20 Jul 2016,
Buy,Equitas Holdings Ltd.,235.0,Angel Broking,20 Jun 2016,
Sell,Indoco Remedies Ltd.,225.0,Angel Broking,17 Jun 2016,
Accumulate,Aurobindo Pharma Ltd.,850.0,Angel Broking,14 Jun 2016,AUROPHARMA
Buy,Ipca Laboratories Ltd.,613.0,Angel Broking,14 Jun 2016,IPCALAB
Neutral,GlaxoSmithKline Phar..,,Angel Broking,10 Jun 2016,
Buy,Sun Pharmaceutical I..,944.0,Angel Broking,10 Jun 2016,SUNPHARMA
Neutral,Cipla Ltd.,,Angel Broking,10 Jun 2016,
Buy,Goodyear India Ltd.,631.0,Angel Broking,10 Jun 2016,
Accumulate,PNC Infratech Ltd.,647.0,Angel Broking,08 Jun 2016,
Buy,Blue Star Ltd.,495.0,Angel Broking,03 Jun 2016,BLUESTARCO
Buy,Tech Mahindra Ltd.,700.0,Angel Broking,03 Jun 2016,TECHM
Buy,Bajaj Electricals Ltd.,268.0,Angel Broking,01 Jun 2016,
Buy,Navkar Corporation L..,265.0,Angel Broking,01 Jun 2016,
Buy,Va Tech Wabag Ltd.,681.0,Angel Broking,01 Jun 2016,
Neutral,Finolex Cables Ltd.,,Angel Broking,31 May 2016,
Neutral,Jyothy Labs Ltd.,,Angel Broking,27 May 2016,
Buy,Garware Technical Fi..,460.0,Angel Broking,27 May 2016,
Buy,Larsen & Toubro Ltd.,1700.0,Angel Broking,27 May 2016,
Accumulate,AGI Greenpac Ltd.,310.0,Angel Broking,27 May 2016,AGI
Buy,Linc Ltd.,235.0,Angel Broking,27 May 2016,
Buy,Voltas Ltd.,407.0,Angel Broking,24 May 2016,VOLTAS
Buy,Lupin Ltd.,1809.0,Angel Broking,23 May 2016,
Buy,Siyaram Silk Mills L..,1354.0,Angel Broking,23 May 2016,
Buy,ITC Ltd.,380.0,Angel Broking,23 May 2016,
Buy,Visaka Industries Ltd.,162.0,Angel Broking,21 May 2016,VISAKAIND
Buy,Zydus Lifesciences L..,400.0,Angel Broking,21 May 2016,
Accumulate,NBCC (India) Ltd.,1098.0,Angel Broking,19 May 2016,
Buy,Dr. Reddy's Laborato..,3476.0,Angel Broking,19 May 2016,DRREDDY
Buy,TVS Srichakra Ltd.,2932.0,Angel Broking,18 May 2016,TVSSRICHAK
Buy,HCL Technologies Ltd.,1000.0,Angel Broking,17 May 2016,HCLTECH
Neutral,Nilkamal Ltd.,,Angel Broking,17 May 2016,
Buy,M M Forgings Ltd.,536.0,Angel Broking,13 May 2016,MMFL
Neutral,Asian Paints Ltd.,,Angel Broking,12 May 2016,
Buy,Radico Khaitan Ltd.,125.0,Angel Broking,12 May 2016,RADICO
Neutral,Hindustan Unilever L..,,Angel Broking,11 May 2016,
Buy,Inox Wind Ltd.,286.0,Angel Broking,11 May 2016,
Buy,Wipro Ltd.,680.0,Angel Broking,11 May 2016,
Accumulate,ICICI Bank Ltd.,254.0,Angel Broking,11 May 2016,
Neutral,Alembic Pharmaceutic..,,Angel Broking,09 May 2016,
Buy,Dewan Housing Financ..,270.0,Angel Broking,06 May 2016,
Buy,Sadbhav Engineering ..,298.0,Angel Broking,06 May 2016,
Buy,Procter & Gamble Hyg..,7369.0,Angel Broking,06 May 2016,
Accumulate,Sanofi India Ltd.,4738.0,Angel Broking,06 May 2016,
Accumulate,Axis Bank Ltd.,494.0,Angel Broking,04 May 2016,
Buy,UPL Ltd.,684.0,Angel Broking,03 May 2016,UPL
Neutral,Rallis India Ltd.,,Angel Broking,29 Apr 2016,
Buy,Tata Consultancy Ser..,3004.0,Angel Broking,27 Apr 2016,TCS
Accumulate,Infosys Ltd.,1378.0,Angel Broking,25 Apr 2016,
Buy,Dewan Housing Financ..,270.0,Angel Broking,05 Apr 2016,
Buy,MBL Infrastructure L..,285.0,Angel Broking,04 Apr 2016,
Neutral,Va Tech Wabag Ltd.,492.0,Angel Broking,18 Mar 2016,
Accumulate,Bank of Baroda,,Angel Broking,03 Mar 2016,
Buy,Cipla Ltd.,605.0,Angel Broking,24 Feb 2016,
Accumulate,Zydus Lifesciences L..,352.0,Angel Broking,24 Feb 2016,
Buy,Wipro Ltd.,670.0,Angel Broking,23 Feb 2016,
Buy,Tech Mahindra Ltd.,530.0,Angel Broking,23 Feb 2016,TECHM
Neutral,Lupin Ltd.,,Angel Broking,18 Feb 2016,
Neutral,GlaxoSmithKline Phar..,,Angel Broking,18 Feb 2016,
Accumulate,State Bank of India,177.0,Angel Broking,16 Feb 2016,
Buy,Ashok Leyland Ltd.,111.0,Angel Broking,15 Feb 2016,
Accumulate,Bajaj Auto Ltd.,2585.0,Angel Broking,15 Feb 2016,
Neutral,Punjab National Bank,,Angel Broking,12 Feb 2016,
Buy,Navkar Corporation L..,265.0,Angel Broking,11 Feb 2016,
Buy,Brokerage Research R..,,Angel Broking,09 Feb 2016,
Hold,Linc Ltd.,,Angel Broking,08 Feb 2016,
Hold,Elecon Engineering C..,,Angel Broking,08 Feb 2016,
Buy,TVS Srichakra Ltd.,3217.0,Angel Broking,08 Feb 2016,
Accumulate,Eicher Motors Ltd.,20044.0,Angel Broking,06 Feb 2016,
Buy,Radico Khaitan Ltd.,156.0,Angel Broking,06 Feb 2016,RADICO
Hold,MT Educare Ltd.,,Angel Broking,06 Feb 2016,
Buy,Blue Star Ltd.,439.0,Angel Broking,05 Feb 2016,
Buy,Amara Raja Energy & ..,1039.0,Angel Broking,04 Feb 2016,
Hold,Transport Corporatio..,,Angel Broking,03 Feb 2016,
Buy,UPL Ltd.,480.0,Angel Broking,03 Feb 2016,
Hold,YES Bank Ltd.,,Angel Broking,02 Feb 2016,
Hold,Alembic Pharmaceutic..,,Angel Broking,02 Feb 2016,
Buy,Larsen & Toubro Ltd.,1310.0,Angel Broking,02 Feb 2016,
Hold,Kirloskar Oil Engine..,,Angel Broking,02 Feb 2016,
Hold,Indoco Remedies Ltd.,,Angel Broking,02 Feb 2016,
Hold,Gujarat Pipavav Port..,167.0,Angel Broking,02 Feb 2016,
Buy,Jagran Prakashan Ltd.,189.0,Angel Broking,01 Feb 2016,JAGRAN
Hold,Brokerage Research R..,,Angel Broking,28 Jan 2016,
Hold,Automobiles & Auto C..,,Angel Broking,27 Jan 2016,
Buy,ITC Ltd.,359.0,Angel Broking,27 Jan 2016,
Accumulate,Hindustan Zinc Ltd.,170.0,Angel Broking,27 Jan 2016,
Buy,HCL Technologies Ltd.,1038.0,Angel Broking,27 Jan 2016,
Hold,Hindustan Media Vent..,,Angel Broking,27 Jan 2016,
Accumulate,HDFC Bank Ltd.,1262.0,Angel Broking,27 Jan 2016,
Accumulate,Reliance Industries ..,1120.0,Angel Broking,22 Jan 2016,
Buy,Axis Bank Ltd.,531.0,Angel Broking,22 Jan 2016,
Hold,Rallis India Ltd.,,Angel Broking,21 Jan 2016,
Hold,Asian Paints Ltd.,,Angel Broking,20 Jan 2016,
Buy,Infosys Ltd.,1347.0,Angel Broking,20 Jan 2016,
Buy,LIC Housing Finance ..,592.0,Angel Broking,19 Jan 2016,
Hold,Greaves Cotton Ltd.,,Angel Broking,19 Jan 2016,
Hold,Hindustan Unilever L..,,Angel Broking,18 Jan 2016,
Buy,Tata Consultancy Ser..,2854.0,Angel Broking,15 Jan 2016,
Hold,Federal Bank Ltd.,,Angel Broking,13 Jan 2016,
Buy,Navkar Corporation L..,265.0,Angel Broking,05 Jan 2016,
Accumulate,Crude Oil,,Angel Broking,24 Dec 2015,
Buy,Voltas Ltd.,353.0,Angel Broking,21 Dec 2015,
Buy,Bharat Electronics L..,1414.0,Angel Broking,17 Dec 2015,
Hold,Narayana Hrudayalaya..,,Angel Broking,16 Dec 2015,
Buy,Siyaram Silk Mills L..,1354.0,Angel Broking,08 Dec 2015,SIYSIL
Buy,Tech Mahindra Ltd.,646.0,Angel Broking,24 Nov 2015,
Accumulate,Jamna Auto Industrie..,,Angel Broking,23 Nov 2015,
Buy,NTPC Ltd.,157.0,Angel Broking,20 Nov 2015,
Hold,Canara Bank,,Angel Broking,20 Nov 2015,
Hold,Allahabad Bank [Merg..,,Angel Broking,20 Nov 2015,
Hold,Hindalco Industries ..,,Angel Broking,20 Nov 2015,
Hold,Dishman Pharmaceutic..,,Angel Broking,20 Nov 2015,
Hold,GAIL (India) Ltd.,,Angel Broking,19 Nov 2015,
Accumulate,Navneet Education Ltd.,97.0,Angel Broking,18 Nov 2015,
Hold,Steel Authority of I..,,Angel Broking,18 Nov 2015,
Buy,Visaka Industries Ltd.,144.0,Angel Broking,18 Nov 2015,
Accumulate,Aurobindo Pharma Ltd.,872.0,Angel Broking,18 Nov 2015,
Accumulate,Samvardhana Motherso..,313.0,Angel Broking,18 Nov 2015,
Hold,Kirloskar Oil Engine..,,Angel Broking,17 Nov 2015,
Accumulate,Linc Ltd.,185.0,Angel Broking,17 Nov 2015,
Hold,Simplex Infrastructu..,,Angel Broking,17 Nov 2015,
Buy,MBL Infrastructure L..,285.0,Angel Broking,17 Nov 2015,
Hold,Finolex Cables Ltd.,,Angel Broking,17 Nov 2015,
Buy,Sun Pharmaceutical I..,950.0,Angel Broking,17 Nov 2015,
Hold,Maruti Suzuki India ..,,Angel Broking,17 Nov 2015,
Buy,KNR Constructions Ltd.,673.0,Angel Broking,16 Nov 2015,
Hold,IL&FS Transportation..,97.0,Angel Broking,16 Nov 2015,
Buy,NBCC (India) Ltd.,1089.0,Angel Broking,16 Nov 2015,
Buy,Dr. Reddy's Laborato..,3933.0,Angel Broking,16 Nov 2015,
Buy,Ipca Laboratories Ltd.,900.0,Angel Broking,16 Nov 2015,
Hold,Power Mech Projects ..,649.0,Angel Broking,16 Nov 2015,
Hold,Tata Motors Ltd.,,Angel Broking,16 Nov 2015,
Accumulate,Coal India Ltd.,380.0,Angel Broking,16 Nov 2015,
Buy,Eicher Motors Ltd.,19036.0,Angel Broking,13 Nov 2015,
Hold,NCC Ltd.,90.0,Angel Broking,13 Nov 2015,
Hold,Punjab National Bank,,Angel Broking,13 Nov 2015,
Hold,BEML Ltd.,,Angel Broking,13 Nov 2015,
Hold,Cipla Ltd.,,Angel Broking,10 Nov 2015,
Hold,Indoco Remedies Ltd.,,Angel Broking,10 Nov 2015,
Hold,Sadbhav Engineering ..,,Angel Broking,10 Nov 2015,
Accumulate,Mahindra & Mahindra ..,1410.0,Angel Broking,10 Nov 2015,
Buy,M M Forgings Ltd.,614.0,Angel Broking,10 Nov 2015,
Buy,Tree House Education..,314.0,Angel Broking,10 Nov 2015,
Buy,Radico Khaitan Ltd.,128.0,Angel Broking,10 Nov 2015,
Hold,Brokerage Research R..,,Angel Broking,10 Nov 2015,
Hold,Alembic Pharmaceutic..,,Angel Broking,10 Nov 2015,
Hold,World Economy and Ma..,,Angel Broking,10 Nov 2015,
Accumulate,PNC Infratech Ltd.,558.0,Angel Broking,09 Nov 2015,
Hold,Sadbhav Infrastructu..,,Angel Broking,09 Nov 2015,
Buy,Automobiles & Auto C..,,Angel Broking,09 Nov 2015,
Buy,MT Educare Ltd.,169.0,Angel Broking,07 Nov 2015,
Buy,Ashok Leyland Ltd.,111.0,Angel Broking,07 Nov 2015,
Buy,Brokerage Research R..,,Angel Broking,07 Nov 2015,
Buy,Surya Roshni Ltd.,183.0,Angel Broking,07 Nov 2015,
Accumulate,AGI Greenpac Ltd.,302.0,Angel Broking,06 Nov 2015,
Accumulate,Brokerage Research R..,,Angel Broking,06 Nov 2015,
Buy,Siyaram Silk Mills L..,1145.0,Angel Broking,06 Nov 2015,
Hold,Tata Steel Ltd.,,Angel Broking,06 Nov 2015,
Buy,Jagran Prakashan Ltd.,169.0,Angel Broking,05 Nov 2015,
Hold,Heidelberg Cement In..,70.0,Angel Broking,05 Nov 2015,
Buy,JK Cement Ltd.,744.0,Angel Broking,05 Nov 2015,
Accumulate,Elecon Engineering C..,85.0,Angel Broking,05 Nov 2015,
Hold,LG Balakrishnan & Br..,,Angel Broking,05 Nov 2015,
Buy,Power Grid Corporati..,165.0,Angel Broking,05 Nov 2015,
Buy,India Macro Indicators,,Angel Broking,05 Nov 2015,
Buy,Amara Raja Energy & ..,1039.0,Angel Broking,05 Nov 2015,
Accumulate,Indian Oil Corporati..,455.0,Angel Broking,05 Nov 2015,
Hold,Nilkamal Ltd.,,Angel Broking,04 Nov 2015,
Hold,Rallis India Ltd.,,Angel Broking,04 Nov 2015,
Accumulate,UPL Ltd.,510.0,Angel Broking,04 Nov 2015,
Buy,India Cements Ltd.,112.0,Angel Broking,03 Nov 2015,
Buy,Marksans Pharma Ltd.,80.0,Arihant Capital,06 Jun 2022,MARKSANS
Hold,Dollar Industries Ltd.,516.0,Arihant Capital,30 May 2022,
Hold,The Ramco Cements Ltd.,704.0,Arihant Capital,30 May 2022,RAMCOCEM
Buy,Pitti Engineering Ltd.,436.0,Arihant Capital,30 May 2022,PITTIENG
Buy,Raymond Ltd.,1362.0,Arihant Capital,20 May 2022,RAYMOND
Accumulate,Manappuram Finance L..,118.0,Arihant Capital,20 May 2022,
Buy,Vishnu Chemicals Ltd.,2116.0,Arihant Capital,19 May 2022,VISHNU
Buy,Indian Bank,190.0,Arihant Capital,17 May 2022,
Accumulate,Bandhan Bank Ltd.,363.0,Arihant Capital,16 May 2022,BANDHANBNK
Accumulate,Greaves Cotton Ltd.,160.0,Arihant Capital,16 May 2022,GREAVESCOT
Buy,Raymond Ltd.,1365.0,Arihant Capital,16 May 2022,
Buy,State Bank of India,660.0,Arihant Capital,16 May 2022,SBIN
Buy,Hariom Pipe Industri..,403.0,Arihant Capital,12 May 2022,
Buy,Arihant Superstructu..,261.0,Arihant Capital,12 May 2022,
Accumulate,TVS Motor Company Ltd.,718.0,Arihant Capital,07 May 2022,TVSMOTOR
Hold,Marico Ltd.,557.0,Arihant Capital,07 May 2022,MARICO
Hold,Britannia Industries..,3671.0,Arihant Capital,05 May 2022,
Hold,Gokaldas Exports Ltd.,468.0,Arihant Capital,05 May 2022,
Buy,GHCL Ltd.,898.0,Arihant Capital,05 May 2022,
Buy,GHCL Ltd.,898.0,Arihant Capital,05 May 2022,
Buy,Hero MotoCorp Ltd.,2991.0,Arihant Capital,05 May 2022,
Buy,IDFC First Bank Ltd.,59.0,Arihant Capital,03 May 2022,IDFCFIRSTB
Buy,IndusInd Bank Ltd.,1236.0,Arihant Capital,03 May 2022,
Buy,IndusInd Bank Ltd.,1236.0,Arihant Capital,03 May 2022,
Accumulate,Maruti Suzuki India ..,8862.0,Arihant Capital,03 May 2022,MARUTI
Accumulate,Maruti Suzuki India ..,8862.0,Arihant Capital,03 May 2022,MARUTI
Accumulate,Maruti Suzuki India ..,8862.0,Arihant Capital,03 May 2022,MARUTI
Accumulate,Ambuja Cements Ltd.,456.0,Arihant Capital,30 Apr 2022,AMBUJACEM
Accumulate,Axis Bank Ltd.,927.0,Arihant Capital,30 Apr 2022,AXISBANK
Hold,Hindustan Unilever L..,2368.0,Arihant Capital,30 Apr 2022,
Neutral,Persistent Systems L..,4173.0,Arihant Capital,30 Apr 2022,PERSISTENT
Neutral,Persistent Systems L..,4173.0,Arihant Capital,30 Apr 2022,PERSISTENT
Buy,Pitti Engineering Ltd.,438.0,Arihant Capital,30 Apr 2022,
Buy,Pitti Engineering Ltd.,438.0,Arihant Capital,30 Apr 2022,
Buy,ICICI Bank Ltd.,971.0,Arihant Capital,25 Apr 2022,
Sell,L&T Technology Servi..,3802.0,Arihant Capital,22 Apr 2022,
Accumulate,ACC Ltd.,2316.0,Arihant Capital,20 Apr 2022,ACC
Neutral,MindTree Ltd.,4153.0,Arihant Capital,19 Apr 2022,MINDTREE
Buy,HDFC Bank Ltd.,1864.0,Arihant Capital,18 Apr 2022,
Neutral,Infosys Ltd.,1659.0,Arihant Capital,16 Apr 2022,INFY
Neutral,Infosys Ltd.,1659.0,Arihant Capital,16 Apr 2022,INFY
Buy,GHCL Ltd.,898.0,Arihant Capital,13 Apr 2022,
Neutral,Tata Consultancy Ser..,3720.0,Arihant Capital,12 Apr 2022,TCS
Neutral,Tata Consultancy Ser..,3720.0,Arihant Capital,12 Apr 2022,TCS
Accumulate,HDFC Bank Ltd.,1910.0,Arihant Capital,04 Apr 2022,HDFCBANK
Accumulate,Home First Finance C..,938.0,Arihant Capital,01 Jan 2022,
Buy,Vishnu Chemicals Ltd.,1513.0,Arihant Capital,24 Oct 2021,
Buy,Marksans Pharma Ltd.,87.0,Arihant Capital,14 Oct 2021,
Buy,Prataap Snacks Ltd.,1149.0,Arihant Capital,14 Oct 2021,
Buy,Indostar Capital Fin..,437.0,Arihant Capital,14 Oct 2021,
Buy,Indo Count Industrie..,314.0,Arihant Capital,14 Oct 2021,
Buy,Dollar Industries Ltd.,569.0,Arihant Capital,14 Oct 2021,
Accumulate,Route Mobile Ltd.,1325.0,Arihant Capital,23 Dec 2020,
Buy,Voltamp Transformers..,1301.0,Arihant Capital,12 Nov 2020,
Accumulate,ICICI Bank Ltd.,467.0,Arihant Capital,09 Nov 2020,ICICIBANK
Hold,The Ramco Cements Ltd.,915.0,Arihant Capital,06 Nov 2020,RAMCOCEM
Accumulate,Dabur India Ltd.,589.0,Arihant Capital,05 Nov 2020,DABUR
Hold,Bajaj Auto Ltd.,3133.0,Arihant Capital,03 Nov 2020,
Buy,D P Abhushan Ltd.,131.0,Arihant Capital,27 Oct 2020,DPABHUSHAN
Buy,Shree Digvijay Cemen..,75.0,Arihant Capital,26 Oct 2020,
Hold,Ambuja Cements Ltd.,262.0,Arihant Capital,26 Oct 2020,AMBUJACEM
Hold,L&T Technology Servi..,1872.0,Arihant Capital,23 Oct 2020,LTTS
Hold,ACC Ltd.,1724.0,Arihant Capital,21 Oct 2020,
Accumulate,HDFC Bank Ltd.,1345.0,Arihant Capital,19 Oct 2020,
Hold,MindTree Ltd.,1517.0,Arihant Capital,16 Oct 2020,MINDTREE
Hold,Infosys Ltd.,1247.0,Arihant Capital,15 Oct 2020,
Hold,Tata Consultancy Ser..,2994.0,Arihant Capital,09 Oct 2020,TCS
Buy,Brokerage Research R..,,Arihant Capital,23 Sep 2020,
Buy,PNC Infratech Ltd.,205.0,Arihant Capital,31 Aug 2020,
Hold,Voltamp Transformers..,1301.0,Arihant Capital,19 Aug 2020,
Hold,Greaves Cotton Ltd.,88.0,Arihant Capital,18 Aug 2020,GREAVESCOT
Hold,City Union Bank Ltd.,133.0,Arihant Capital,17 Aug 2020,CUB
Buy,Ashok Leyland Ltd.,69.0,Arihant Capital,17 Aug 2020,
Hold,Hero MotoCorp Ltd.,3081.0,Arihant Capital,15 Aug 2020,HEROMOTOCO
Buy,Mahindra & Mahindra ..,718.0,Arihant Capital,10 Aug 2020,
Hold,TVS Motor Company Ltd.,422.0,Arihant Capital,03 Aug 2020,TVSMOTOR
Buy,State Bank of India,245.0,Arihant Capital,03 Aug 2020,
Hold,IndusInd Bank Ltd.,557.0,Arihant Capital,03 Aug 2020,INDUSINDBK
Buy,Manappuram Finance L..,184.0,Arihant Capital,31 Jul 2020,MANAPPURAM
Hold,Dabur India Ltd.,515.0,Arihant Capital,31 Jul 2020,DABUR
Buy,IDFC First Bank Ltd.,39.0,Arihant Capital,29 Jul 2020,
Accumulate,UltraTech Cement Ltd.,4660.0,Arihant Capital,29 Jul 2020,ULTRACEMCO
Hold,Multi Commodity Exch..,1873.0,Arihant Capital,29 Jul 2020,
Accumulate,Persistent Systems L..,1002.0,Arihant Capital,28 Jul 2020,PERSISTENT
Hold,Ambuja Cements Ltd.,221.0,Arihant Capital,27 Jul 2020,AMBUJACEM
Hold,ICICI Bank Ltd.,425.0,Arihant Capital,27 Jul 2020,
Buy,ACC Ltd.,1457.0,Arihant Capital,21 Jul 2020,
Hold,MindTree Ltd.,1062.0,Arihant Capital,17 Jul 2020,MINDTREE
Hold,Bandhan Bank Ltd.,383.0,Arihant Capital,16 Jul 2020,BANDHANBNK
Hold,Tata Consultancy Ser..,2339.0,Arihant Capital,10 Jul 2020,TCS
Buy,AXISCADES Technologi..,73.0,Arihant Capital,04 Jul 2020,
Buy,D P Abhushan Ltd.,92.0,Arihant Capital,03 Jul 2020,
Hold,Marico Ltd.,391.0,Arihant Capital,30 Jun 2020,
Hold,The Ramco Cements Ltd.,660.0,Arihant Capital,25 Jun 2020,RAMCOCEM
Hold,Hero MotoCorp Ltd.,2422.0,Arihant Capital,10 Jun 2020,
Hold,Hero MotoCorp Ltd.,2422.0,Arihant Capital,10 Jun 2020,
Buy,Sundaram Finance Ltd.,1482.0,Arihant Capital,10 Jun 2020,
Hold,TVS Motor Company Ltd.,352.0,Arihant Capital,30 May 2020,TVSMOTOR
Hold,Dabur India Ltd.,492.0,Arihant Capital,29 May 2020,DABUR
Accumulate,L&T Technology Servi..,1227.0,Arihant Capital,17 May 2020,
Buy,Manappuram Finance L..,167.0,Arihant Capital,15 May 2020,
Buy,ICICI Bank Ltd.,385.0,Arihant Capital,10 May 2020,
Hold,Persistent Systems L..,563.0,Arihant Capital,10 May 2020,PERSISTENT
Buy,Voltamp Transformers..,1317.0,Arihant Capital,11 Nov 2019,
Hold,IndusInd Bank Ltd.,1373.0,Arihant Capital,11 Oct 2019,
Hold,PNB Housing Finance ..,770.0,Arihant Capital,01 Aug 2019,
Hold,Axis Bank Ltd.,712.0,Arihant Capital,01 Aug 2019,AXISBANK
Hold,Persistent Systems L..,614.0,Arihant Capital,26 Jul 2019,PERSISTENT
Hold,Oberoi Realty Ltd.,577.0,Arihant Capital,25 Jul 2019,OBEROIRLTY
Hold,Coforge Ltd.,1461.0,Arihant Capital,23 Jul 2019,COFORGE
Hold,TVS Motor Company Ltd.,399.0,Arihant Capital,23 Jul 2019,TVSMOTOR
Hold,Bandhan Bank Ltd.,528.0,Arihant Capital,23 Jul 2019,BANDHANBNK
Hold,Dabur India Ltd.,446.0,Arihant Capital,19 Jul 2019,
Accumulate,ACC Ltd.,1736.0,Arihant Capital,19 Jul 2019,
Hold,DCB Bank Ltd.,218.0,Arihant Capital,17 Jul 2019,
Hold,Tata Consultancy Ser..,2225.0,Arihant Capital,10 Jul 2019,
Hold,Ashok Leyland Ltd.,88.0,Arihant Capital,28 May 2019,
Hold,The Ramco Cements Ltd.,853.0,Arihant Capital,20 May 2019,RAMCOCEM
Hold,City Union Bank Ltd.,223.0,Arihant Capital,20 May 2019,
Buy,Bajaj Auto Ltd.,3631.0,Arihant Capital,20 May 2019,
Hold,Oberoi Realty Ltd.,568.0,Arihant Capital,13 May 2019,
