Advice,Company,Target,Analyst,Date,Ticker,Reco
Buy,ITI Ltd.,55.0,Dynamic Levels,2016-12-09,,49.0
Buy,PCBL Ltd.,285.0,Dynamic Levels,2016-12-02,,22.149999618530277
Buy,Bajaj Finserv Ltd.,3500.0,Dynamic Levels,2016-11-21,,284.57000732421875
Buy,Navin Fluorine Inter..,3200.0,Dynamic Levels,2016-11-03,,500.9100036621094
Buy,Kajaria Ceramics Ltd.,740.0,Dynamic Levels,2016-10-27,,587.2999877929688
Buy,Automobile Corporati..,1300.0,Dynamic Levels,2016-10-27,,
Buy,Asian Paints Ltd.,1300.0,Dynamic Levels,2016-10-27,,1085.449951171875
Buy,Vinati Organics Ltd.,700.0,Dynamic Levels,2016-10-21,,299.8500061035156
Buy,JTEKT India Ltd.,80.0,Dynamic Levels,2016-10-19,,68.0999984741211
Buy,Muthoot Finance Ltd.,420.0,Dynamic Levels,2016-10-14,,350.1000061035156
Buy,Sundram Fasteners Ltd.,330.0,Dynamic Levels,2016-10-14,,287.6000061035156
Buy,JK Tyre & Industries..,165.0,Dynamic Levels,2016-10-10,,151.6999969482422
Buy,Indian Hume Pipe Com..,850.0,Dynamic Levels,2016-10-06,,347.67498779296875
Buy,Marksans Pharma Ltd.,70.0,Dynamic Levels,2016-09-30,,52.59999847412109
Buy,Piramal Enterprises ..,2400.0,Dynamic Levels,2016-09-28,,1055.07861328125
Buy,Heidelberg Cement In..,160.0,Dynamic Levels,2016-09-22,,134.9499969482422
Buy,Tata Coffee Ltd.,150.0,Dynamic Levels,2016-09-21,,
Buy,Banco Products (Indi..,270.0,Dynamic Levels,2016-09-20,,219.1000061035156
Buy,Mangalam Cement Ltd.,395.0,Dynamic Levels,2016-09-09,,344.6499938964844
Buy,JBM Auto Ltd.,280.0,Dynamic Levels,2016-09-06,,91.87999725341795
Buy,Shriram City Union F..,2350.0,Dynamic Levels,2016-09-02,,
Buy,DCM Shriram Ltd.,280.0,Dynamic Levels,2016-08-26,,221.3999938964844
Buy,Meghmani Organics Lt..,50.0,Dynamic Levels,2016-08-23,,
Buy,Cyient Ltd.,600.0,Dynamic Levels,2016-08-19,,509.8999938964844
Buy,Capital First Ltd.,800.0,Dynamic Levels,2016-08-12,,678.4000244140625
Buy,Apar Industries Ltd.,630.0,Dynamic Levels,2016-08-11,,543.5999755859375
Buy,REC Ltd.,240.0,Dynamic Levels,2016-08-05,,81.48750305175781
Buy,Atul Ltd.,2300.0,Dynamic Levels,2016-08-01,,1921.800048828125
Buy,Pricol Ltd.,130.0,Dynamic Levels,2016-07-29,,103.34407806396484
Buy,Sudarshan Chemical I..,270.0,Dynamic Levels,2016-07-22,,252.6000061035156
Buy,Avanti Feeds Ltd.,630.0,Dynamic Levels,2016-07-20,,189.5500030517578
Buy,Geometric Limited,250.0,Dynamic Levels,2016-07-14,,
Buy,Ajmera Realty & Infr..,190.0,Dynamic Levels,2016-07-11,,156.1999969482422
Buy,Igarashi Motors Indi..,775.0,Dynamic Levels,2016-07-08,,619.7486572265625
Buy,Dishman Pharmaceutic..,200.0,Dynamic Levels,2016-06-30,,
Buy,Lupin Ltd.,1693.0,Dynamic Levels,2016-06-29,,1532.9000244140625
Buy,Firstsource Solution..,50.0,Dynamic Levels,2016-06-27,FSL,34.75
Buy,Praj Industries Ltd.,97.0,Dynamic Levels,2016-06-20,,88.19999694824219
Buy,KRBL Ltd.,350.0,Dynamic Levels,2016-06-20,,297.3999938964844
Buy,APL Apollo Tubes Ltd.,1080.0,Dynamic Levels,2016-06-15,,90.58000183105467
Buy,TV Today Network Ltd.,340.0,Dynamic Levels,2016-06-13,,292.6000061035156
Buy,Genus Power Infrastr..,60.0,Dynamic Levels,2016-06-13,,47.150001525878906
Buy,Ceat Ltd.,1050.0,Dynamic Levels,2016-06-06,,902.3499755859376
Buy,G M Breweries Ltd.,760.0,Dynamic Levels,2016-06-06,,397.9519958496094
Buy,Jubilant Pharmova Ltd.,440.0,Dynamic Levels,2016-06-06,,276.2364501953125
Buy,Deep Energy Resource..,197.0,Dynamic Levels,2016-06-03,,
Buy,Leel Electricals Ltd.,320.0,Dynamic Levels,2016-06-02,,241.25
Buy,Torrent Power Ltd.,225.0,Dynamic Levels,2016-05-27,,184.25
Buy,Firstsource Solution..,45.0,Dynamic Levels,2016-05-24,,34.75
Buy,Trident Ltd.,60.0,Dynamic Levels,2016-05-24,,4.730000019073486
Buy,Nilkamal Ltd.,1620.0,Dynamic Levels,2016-05-18,,1265.3499755859375
Buy,Cosmo First Ltd.,450.0,Dynamic Levels,2016-05-14,,
Buy,Indo Count Industrie..,1150.0,Dynamic Levels,2016-05-13,,193.25
Buy,Biocon Ltd.,750.0,Dynamic Levels,2016-05-11,,104.4250030517578
Buy,NOCIL Ltd.,60.0,Dynamic Levels,2016-05-11,,53.75
Buy,Navin Fluorine Inter..,2150.0,Dynamic Levels,2016-05-06,,399.989990234375
Buy,Welspun Living Ltd.,110.0,Dynamic Levels,2016-05-04,,
Buy,DCB Bank Ltd.,110.0,Dynamic Levels,2016-05-02,,91.0999984741211
Buy,Persistent Systems L..,940.0,Dynamic Levels,2016-04-28,,368.6000061035156
Buy,Himatsingka Seide Ltd.,250.0,Dynamic Levels,2016-04-21,,210.1000061035156
Sell,Shoppers Stop Ltd.,616.0,East India Securities Ltd,2024-05-06,,719.6500244140625
Hold,Rajratan Global Wire..,630.0,East India Securities Ltd,2024-04-29,,630.7999877929688
Buy,Nitin Spinners Ltd.,740.0,East India Securities Ltd,2022-05-17,NITINSPIN,235.3000030517578
Buy,Eicher Motors Ltd.,,East India Securities Ltd,2020-11-15,,2540.550048828125
Buy,Eicher Motors Ltd.,,East India Securities Ltd,2020-11-15,,2540.550048828125
Buy,Aarti Industries Ltd.,1228.0,East India Securities Ltd,2020-11-12,,541.9000244140625
Buy,Mayur Uniquoters Ltd.,345.0,East India Securities Ltd,2020-11-11,MAYURUNIQ,265.79998779296875
Buy,Swaraj Engines Ltd.,1676.0,East India Securities Ltd,2020-10-28,SWARAJENG,1430.550048828125
Accumulate,Bajaj Auto Ltd.,3300.0,East India Securities Ltd,2020-10-23,,3082.25
Accumulate,Skipper Ltd.,62.0,East India Securities Ltd,2020-10-21,,50.26470565795898
Accumulate,Nesco Ltd.,631.0,East India Securities Ltd,2020-09-30,,538.6500244140625
Buy,Skipper Ltd.,55.0,East India Securities Ltd,2020-09-15,SKIPPER,46.50340270996094
Hold,Suprajit Engineering..,200.0,East India Securities Ltd,2020-08-24,,183.1000061035156
Hold,NOCIL Ltd.,121.0,East India Securities Ltd,2020-08-21,,120.3499984741211
Buy,I G Petrochemicals L..,301.0,East India Securities Ltd,2020-08-20,IGPL,269.6499938964844
Buy,Kaveri Seed Company ..,989.0,East India Securities Ltd,2020-08-17,,603.75
Buy,Bodal Chemicals Ltd.,,East India Securities Ltd,2020-08-16,,75.19999694824219
Buy,Mayur Uniquoters Ltd.,314.0,East India Securities Ltd,2020-08-15,MAYURUNIQ,251.6000061035156
Buy,Hero MotoCorp Ltd.,3070.0,East India Securities Ltd,2020-08-14,HEROMOTOCO,2803.800048828125
Hold,Ashok Leyland Ltd.,63.0,East India Securities Ltd,2020-08-13,,61.09999847412109
Buy,Nitin Spinners Ltd.,,East India Securities Ltd,2020-08-11,,39.25
Buy,Astral Ltd.,,East India Securities Ltd,2020-08-07,,590.0345458984375
Buy,Swaraj Engines Ltd.,,East India Securities Ltd,2020-07-20,,1510.4000244140625
Buy,Bodal Chemicals Ltd.,,East India Securities Ltd,2020-07-08,,67.5999984741211
Buy,NOCIL Ltd.,112.0,East India Securities Ltd,2020-07-01,,86.6500015258789
Buy,Mayur Uniquoters Ltd.,305.0,East India Securities Ltd,2020-06-30,,205.8500061035156
Buy,I G Petrochemicals L..,199.0,East India Securities Ltd,2020-06-28,,148.5500030517578
Buy,Skipper Ltd.,67.0,East India Securities Ltd,2020-06-23,,46.01491928100586
Buy,Nitin Spinners Ltd.,96.0,East India Securities Ltd,2020-06-22,NITINSPIN,44.29999923706055
Buy,Hero MotoCorp Ltd.,2579.0,East India Securities Ltd,2020-06-10,,2292.25
Hold,TVS Motor Company Ltd.,320.0,East India Securities Ltd,2020-05-29,,335.8999938964844
Hold,Aarti Industries Ltd.,1002.0,East India Securities Ltd,2020-05-29,,488.0750122070313
Hold,Astral Ltd.,832.0,East India Securities Ltd,2020-05-28,,474.3001098632813
Buy,Bajaj Auto Ltd.,2747.0,East India Securities Ltd,2020-05-21,,2640.35009765625
Buy,Suprajit Engineering..,155.0,East India Securities Ltd,2020-05-14,,116.0500030517578
Hold,Maruti Suzuki India ..,4901.0,East India Securities Ltd,2020-05-14,,5114.0498046875
Buy,Swaraj Engines Ltd.,1313.0,East India Securities Ltd,2020-05-11,,1001.3499755859376
Buy,Nitin Spinners Ltd.,180.0,East India Securities Ltd,2017-08-14,,112.4499969482422
Buy,KPR Mill Ltd.,944.0,East India Securities Ltd,2017-08-01,,157.27000427246094
Buy,SJS Enterprises Ltd.,980.0,Edelweiss,2024-06-11,,794.2000122070312
Buy,Royal Orchid Hotels ..,477.0,Edelweiss,2024-06-10,ROHLTD,355.6499938964844
Buy,Brigade Enterprises ..,1496.0,Edelweiss,2024-06-03,BRIGADE,1370.0999755859375
Buy,V2 Retail Ltd.,841.0,Edelweiss,2024-06-01,V2RETAIL,537.6500244140625
Buy,3B BlackBio Dx Ltd.,1200.0,Edelweiss,2024-05-31,KILPEST,
Buy,ITD Cementation Indi..,475.0,Edelweiss,2024-05-31,ITDCEM,401.5499877929688
Buy,Indo Count Industrie..,433.0,Edelweiss,2024-05-29,ICIL,353.20001220703125
Buy,Aditya Vision Ltd.,4213.0,Edelweiss,2024-05-24,AVL,3560.75
Buy,Barbeque-Nation Hosp..,671.0,Edelweiss,2024-05-24,BARBEQUE,509.1000061035156
Hold,Metro Brands Ltd.,1260.0,Edelweiss,2024-05-23,,1125.050048828125
Buy,Astral Ltd.,2476.0,Edelweiss,2024-05-22,ASTRAL,2105.449951171875
Buy,Carysil Ltd.,987.0,Edelweiss,2024-05-22,CARYSIL,856.5999755859375
Buy,SJS Enterprises Ltd.,980.0,Edelweiss,2024-05-22,SJS,723.0499877929688
Buy,Allcargo Gati Ltd.,163.0,Edelweiss,2024-05-21,ACLGATI,107.75
Buy,Vinati Organics Ltd.,1934.0,Edelweiss,2024-05-20,,1620.5999755859375
Buy,Krishna Institute of..,2193.0,Edelweiss,2024-05-20,KIMS,1891.0
Buy,Beta Drugs Ltd.,1600.0,Edelweiss,2024-05-16,BETA,
Buy,DLF Ltd.,1081.0,Edelweiss,2024-05-16,DLF,841.5
Buy,Jeena Sikho Lifecare..,1650.0,Edelweiss,2024-05-15,,
Buy,Piramal Pharma Ltd.,209.0,Edelweiss,2024-05-14,PPLPHARMA,148.89999389648438
Buy,Home First Finance C..,990.0,Edelweiss,2024-05-10,HOMEFIRST,817.7000122070312
Buy,CreditAccess Grameen..,1800.0,Edelweiss,2024-05-08,CREDITACC,1428.6500244140625
Hold,KPR Mill Ltd.,872.0,Edelweiss,2024-05-06,,839.5499877929688
Buy,The Anup Engineering..,2300.0,Edelweiss,2024-05-06,,2063.699951171875
Buy,CIE Automotive India..,657.0,Edelweiss,2024-05-04,CIEINDIA,490.3500061035156
Buy,Can Fin Homes Ltd.,900.0,Edelweiss,2024-05-03,,768.8499755859375
Buy,Rossari Biotech Ltd.,949.0,Edelweiss,2024-05-01,ROSSARI,749.25
Buy,Newgen Software Tech..,1000.0,Edelweiss,2024-05-01,,929.0499877929688
Buy,CSB Bank Ltd.,440.0,Edelweiss,2024-04-30,,372.8500061035156
Buy,ICICI Bank Ltd.,1330.0,Edelweiss,2024-04-29,ICICIBANK,1160.1500244140625
Buy,IndusInd Bank Ltd.,1830.0,Edelweiss,2024-04-27,INDUSINDBK,1446.4000244140625
Buy,Axis Bank Ltd.,1300.0,Edelweiss,2024-04-25,AXISBANK,1127.0
Hold,Elecon Engineering C..,1170.0,Edelweiss,2024-04-22,,1155.699951171875
Buy,V2 Retail Ltd.,831.0,Edelweiss,2024-04-19,,491.3999938964844
Buy,KFIN Technologies Ltd.,780.0,Edelweiss,2024-03-21,,598.9000244140625
Buy,Computer Age Managem..,3590.0,Edelweiss,2024-03-21,,2943.25
Buy,The Anup Engineering..,3240.0,Edelweiss,2024-03-15,,1357.125
Buy,Indo Count Industrie..,430.0,Edelweiss,2024-03-13,ICIL,294.79998779296875
Buy,KPR Mill Ltd.,849.0,Edelweiss,2024-02-16,KPRMILL,729.25
Buy,Arvind Fashions Ltd.,651.0,Edelweiss,2024-02-15,ARVINDFASN,467.3999938964844
Buy,Royal Orchid Hotels ..,535.0,Edelweiss,2024-02-14,ROHLTD,395.0
Buy,Neogen Chemicals Ltd.,1600.0,Edelweiss,2024-02-14,NEOGEN,1309.1500244140625
Buy,Hindware Home Innova..,543.0,Edelweiss,2024-02-13,HINDWAREAP,
Buy,Repco Home Finance L..,590.0,Edelweiss,2024-02-12,,424.5
Buy,The Anup Engineering..,3240.0,Edelweiss,2024-02-12,ANUP,1347.875
Buy,Gokaldas Exports Ltd.,1141.0,Edelweiss,2024-02-09,GOKEX,898.25
Buy,Brigade Enterprises ..,1240.0,Edelweiss,2024-02-09,BRIGADE,998.8499755859376
Buy,Allcargo Gati Ltd.,176.0,Edelweiss,2024-02-07,ACLGATI,122.5999984741211
Buy,TCPL Packaging Ltd.,2621.0,Edelweiss,2024-02-06,,2129.64990234375
Buy,Barbeque-Nation Hosp..,784.0,Edelweiss,2024-02-06,BARBEQUE,629.2999877929688
Buy,SJS Enterprises Ltd.,838.0,Edelweiss,2024-02-05,,613.5999755859375
Buy,Piramal Pharma Ltd.,150.0,Edelweiss,2024-02-04,PPLPHARMA,137.64999389648438
Buy,City Union Bank Ltd.,170.0,Edelweiss,2024-02-02,CUB,137.25
Buy,Carysil Ltd.,1044.0,Edelweiss,2024-02-02,CARYSIL,926.6500244140624
Buy,Westlife Foodworld L..,899.0,Edelweiss,2024-02-01,WESTLIFE,829.5999755859375
Buy,Indo Count Industrie..,350.0,Edelweiss,2024-01-30,,273.95001220703125
Buy,CSB Bank Ltd.,440.0,Edelweiss,2024-01-30,CSBBANK,375.7999877929688
Buy,DLF Ltd.,1021.0,Edelweiss,2024-01-30,DLF,786.9000244140625
Buy,Elecon Engineering C..,1170.0,Edelweiss,2024-01-29,ELECON,1064.25
Buy,Can Fin Homes Ltd.,900.0,Edelweiss,2024-01-25,CANFINHOME,770.5
Buy,Rossari Biotech Ltd.,926.0,Edelweiss,2024-01-24,,780.5499877929688
Buy,Axis Bank Ltd.,1240.0,Edelweiss,2024-01-24,AXISBANK,1059.1500244140625
Buy,Metro Brands Ltd.,1365.0,Edelweiss,2024-01-20,METROBRAND,1165.6500244140625
Buy,CreditAccess Grameen..,1910.0,Edelweiss,2024-01-20,CREDITACC,1675.449951171875
Buy,IndusInd Bank Ltd.,1878.0,Edelweiss,2024-01-19,INDUSINDBK,1561.0999755859375
Buy,Newgen Software Tech..,1000.0,Edelweiss,2024-01-16,,900.2999877929688
Buy,Arvind Fashions Ltd.,660.0,Edelweiss,2024-01-09,,443.0499877929688
Buy,Allcargo Gati Ltd.,222.0,Edelweiss,2023-12-27,,124.25
Buy,Aditya Vision Ltd.,4002.0,Edelweiss,2023-12-01,,3330.800048828125
Buy,ITD Cementation Indi..,340.0,Edelweiss,2023-11-17,ITDCEM,269.95001220703125
Buy,Allcargo Gati Ltd.,222.0,Edelweiss,2023-11-17,ACLGATI,134.64999389648438
Buy,KPR Mill Ltd.,850.0,Edelweiss,2023-11-16,KPRMILL,788.8499755859375
Buy,Royal Orchid Hotels ..,498.0,Edelweiss,2023-11-14,ROHLTD,281.95001220703125
Buy,Brigade Enterprises ..,837.0,Edelweiss,2023-11-13,BRIGADE,702.9000244140625
Buy,Hindware Home Innova..,637.0,Edelweiss,2023-11-10,HINDWAREAP,
Buy,Ador Welding Ltd.,1672.0,Edelweiss,2023-11-10,ADORWELD,1502.75
Buy,Carysil Ltd.,905.0,Edelweiss,2023-11-09,CARYSIL,761.7999877929688
Buy,The Anup Engineering..,3192.0,Edelweiss,2023-11-09,,1224.925048828125
Buy,Indo Count Industrie..,350.0,Edelweiss,2023-11-08,ICIL,292.29998779296875
Buy,Metropolis Healthcar..,1790.0,Edelweiss,2023-11-07,METROPOLIS,1519.3499755859375
Buy,Cholamandalam Invest..,1280.0,Edelweiss,2023-11-04,,1134.300048828125
Buy,DLF Ltd.,671.0,Edelweiss,2023-11-01,DLF,574.8499755859375
Buy,Gokaldas Exports Ltd.,933.0,Edelweiss,2023-10-31,GOKEX,834.9500122070312
Buy,SRF Ltd.,2530.0,Edelweiss,2023-10-31,SRF,2195.300048828125
Buy,Piramal Pharma Ltd.,130.0,Edelweiss,2023-10-31,,104.5
Buy,Home First Finance C..,1100.0,Edelweiss,2023-10-28,HOMEFIRST,952.5499877929688
Buy,Westlife Foodworld L..,1034.0,Edelweiss,2023-10-27,,820.25
Buy,Axis Bank Ltd.,1140.0,Edelweiss,2023-10-26,AXISBANK,972.0499877929688
Buy,Rossari Biotech Ltd.,926.0,Edelweiss,2023-10-24,,796.0
Buy,Elecon Engineering C..,874.0,Edelweiss,2023-10-23,ELECON,777.4000244140625
Buy,ICICI Bank Ltd.,1195.0,Edelweiss,2023-10-22,,932.75
Buy,CSB Bank Ltd.,420.0,Edelweiss,2023-10-21,CSBBANK,359.3500061035156
Buy,Metro Brands Ltd.,1346.0,Edelweiss,2023-10-21,METROBRAND,1205.8499755859375
Buy,Can Fin Homes Ltd.,920.0,Edelweiss,2023-10-20,CANFINHOME,761.75
Buy,Astral Ltd.,2140.0,Edelweiss,2023-10-20,ASTRAL,1842.550048828125
Buy,IndusInd Bank Ltd.,1680.0,Edelweiss,2023-10-19,INDUSINDBK,1450.3499755859375
Buy,CIE Automotive India..,710.0,Edelweiss,2023-10-19,,466.2000122070313
Buy,Newgen Software Tech..,1200.0,Edelweiss,2023-10-17,NEWGEN,520.7000122070312
Buy,Allcargo Gati Ltd.,234.0,Edelweiss,2023-10-13,,147.39999389648438
Buy,3B BlackBio Dx Ltd.,1184.0,Edelweiss,2023-09-11,,
Buy,Beta Drugs Ltd.,1325.0,Edelweiss,2023-09-03,,
Buy,Globus Spirits Ltd.,1146.0,Edelweiss,2023-08-18,GLOBUSSPR,925.75
Buy,Vinati Organics Ltd.,1934.0,Edelweiss,2023-08-17,VINATIORGA,1813.75
Buy,KNR Constructions Ltd.,300.0,Edelweiss,2023-08-16,KNRCON,242.6000061035156
Buy,Tarsons Products Ltd.,688.0,Edelweiss,2023-08-14,TARSONS,559.2999877929688
Buy,Carysil Ltd.,790.0,Edelweiss,2023-08-14,CARYSIL,643.25
Buy,Astral Ltd.,2100.0,Edelweiss,2023-08-12,,1974.300048828125
Buy,City Union Bank Ltd.,155.0,Edelweiss,2023-08-12,CUB,129.0500030517578
Buy,MTAR Technologies Ltd.,2450.0,Edelweiss,2023-08-11,,2211.199951171875
Buy,Max Healthcare Insti..,680.0,Edelweiss,2023-08-10,MAXHEALTH,536.75
Buy,ITD Cementation Indi..,296.0,Edelweiss,2023-08-09,,195.6000061035156
Buy,Krishna Institute of..,2157.0,Edelweiss,2023-08-09,KIMS,1879.800048828125
Buy,Barbeque-Nation Hosp..,940.0,Edelweiss,2023-08-09,BARBEQUE,674.8499755859375
Buy,KPR Mill Ltd.,741.0,Edelweiss,2023-08-08,KPRMILL,625.6500244140625
Buy,Century Plyboards (I..,662.0,Edelweiss,2023-08-07,CENTURYPLY,629.3499755859375
Buy,Neogen Chemicals Ltd.,1700.0,Edelweiss,2023-08-07,,1564.550048828125
Buy,Piramal Pharma Ltd.,130.0,Edelweiss,2023-08-05,,103.1999969482422
Buy,Metropolis Healthcar..,1615.0,Edelweiss,2023-08-03,METROPOLIS,1407.6500244140625
Buy,Metro Brands Ltd.,1233.0,Edelweiss,2023-08-03,METROBRAND,1073.9000244140625
Buy,Ador Welding Ltd.,1450.0,Edelweiss,2023-08-02,,1227.550048828125
Buy,Cholamandalam Invest..,1280.0,Edelweiss,2023-08-02,CHOLAFIN,1099.4000244140625
Buy,Navin Fluorine Inter..,5000.0,Edelweiss,2023-08-01,NAVINFLUOR,4554.35009765625
Buy,SJS Enterprises Ltd.,838.0,Edelweiss,2023-08-01,SJS,668.9500122070312
Buy,Westlife Foodworld L..,1034.0,Edelweiss,2023-07-28,WESTLIFE,939.5
Buy,Axis Bank Ltd.,1120.0,Edelweiss,2023-07-27,,959.9000244140624
Buy,SRF Ltd.,2570.0,Edelweiss,2023-07-26,SRF,2144.300048828125
Buy,DLF Ltd.,593.0,Edelweiss,2023-07-25,DLF,480.0
Buy,Gokaldas Exports Ltd.,650.0,Edelweiss,2023-07-24,,530.2000122070312
Buy,ICICI Bank Ltd.,1195.0,Edelweiss,2023-07-23,ICICIBANK,997.0
Buy,Can Fin Homes Ltd.,980.0,Edelweiss,2023-07-22,CANFINHOME,837.6500244140625
Buy,CreditAccess Grameen..,1550.0,Edelweiss,2023-07-22,CREDITACC,1313.5
Buy,CIE Automotive India..,710.0,Edelweiss,2023-07-21,,492.1000061035156
Buy,CSB Bank Ltd.,370.0,Edelweiss,2023-07-20,,289.29998779296875
Buy,IndusInd Bank Ltd.,1650.0,Edelweiss,2023-07-19,INDUSINDBK,1419.550048828125
Buy,Elecon Engineering C..,777.0,Edelweiss,2023-07-12,ELECON,729.8499755859375
Buy,Piramal Pharma Ltd.,130.0,Edelweiss,2023-07-11,,89.64828491210938
Buy,Royal Orchid Hotels ..,549.0,Edelweiss,2023-06-01,ROHLTD,327.20001220703125
Buy,Ador Welding Ltd.,1450.0,Edelweiss,2023-05-31,ADORWELD,1146.0999755859375
Buy,Barbeque-Nation Hosp..,1000.0,Edelweiss,2023-05-29,BARBEQUE,617.6500244140625
Buy,Carysil Ltd.,786.0,Edelweiss,2023-05-29,CARYSIL,557.6500244140625
Buy,Brigade Enterprises ..,665.0,Edelweiss,2023-05-29,BRIGADE,546.6500244140625
Buy,Vinati Organics Ltd.,1945.0,Edelweiss,2023-05-28,VINATIORGA,1774.699951171875
Buy,City Union Bank Ltd.,175.0,Edelweiss,2023-05-27,CUB,139.39999389648438
Buy,Metro Brands Ltd.,1065.0,Edelweiss,2023-05-25,METROBRAND,969.5999755859376
Buy,Balaji Amines Ltd.,3090.0,Edelweiss,2023-05-23,BALAMINES,2211.10009765625
Buy,Krishna Institute of..,1935.0,Edelweiss,2023-05-21,KIMS,1537.199951171875
Buy,PSP Projects Ltd.,778.0,Edelweiss,2023-05-20,PSPPROJECT,703.0499877929688
Buy,SJS Enterprises Ltd.,594.0,Edelweiss,2023-05-18,SJS,485.75
Buy,MTAR Technologies Ltd.,2450.0,Edelweiss,2023-05-18,MTARTECH,1896.25
Buy,Metropolis Healthcar..,1670.0,Edelweiss,2023-05-18,METROPOLIS,1241.300048828125
Buy,Neogen Chemicals Ltd.,1700.0,Edelweiss,2023-05-17,,1479.300048828125
Buy,SRF Ltd.,2856.0,Edelweiss,2023-05-11,SRF,2560.949951171875
Buy,Westlife Foodworld L..,875.0,Edelweiss,2023-05-10,,773.5
Buy,Cholamandalam Invest..,1150.0,Edelweiss,2023-05-08,CHOLAFIN,1001.9000244140624
Buy,Home First Finance C..,930.0,Edelweiss,2023-05-04,HOMEFIRST,706.5499877929688
Buy,Rossari Biotech Ltd.,926.0,Edelweiss,2023-05-03,ROSSARI,688.6500244140625
Buy,Newgen Software Tech..,690.0,Edelweiss,2023-05-02,NEWGEN,283.0
Buy,CSB Bank Ltd.,370.0,Edelweiss,2023-04-29,CSBBANK,279.5
Buy,Can Fin Homes Ltd.,780.0,Edelweiss,2023-04-29,CANFINHOME,616.7000122070312
Buy,Axis Bank Ltd.,1120.0,Edelweiss,2023-04-28,AXISBANK,860.0
Buy,Elecon Engineering C..,534.0,Edelweiss,2023-04-27,ELECON,427.5499877929688
Buy,IndusInd Bank Ltd.,1280.0,Edelweiss,2023-04-25,INDUSINDBK,1121.75
Buy,Navin Fluorine Inter..,5500.0,Edelweiss,2023-04-24,,4726.9501953125
Buy,ICICI Bank Ltd.,1165.0,Edelweiss,2023-04-23,ICICIBANK,885.6500244140625
Buy,Royal Orchid Hotels ..,433.0,Edelweiss,2023-04-18,,271.6499938964844
Buy,Neogen Chemicals Ltd.,1700.0,Edelweiss,2023-04-11,,1620.25
Buy,Hindware Home Innova..,546.0,Edelweiss,2023-04-04,,
Buy,Metro Brands Ltd.,909.0,Edelweiss,2023-03-29,,787.7000122070312
Buy,Royal Orchid Hotels ..,433.0,Edelweiss,2023-03-27,,225.6499938964844
Buy,Globus Spirits Ltd.,1000.0,Edelweiss,2023-02-16,GLOBUSSPR,751.4000244140625
Buy,Neogen Chemicals Ltd.,1700.0,Edelweiss,2023-02-15,,1296.199951171875
Buy,Tarsons Products Ltd.,795.0,Edelweiss,2023-02-15,TARSONS,615.5
Buy,Krishna Institute of..,1832.0,Edelweiss,2023-02-13,,1457.3499755859375
Buy,KNR Constructions Ltd.,312.0,Edelweiss,2023-02-13,KNRCON,260.95001220703125
Buy,City Union Bank Ltd.,200.0,Edelweiss,2023-02-12,CUB,160.0500030517578
Buy,Brigade Enterprises ..,633.0,Edelweiss,2023-02-11,,494.6499938964844
Buy,SJS Enterprises Ltd.,560.0,Edelweiss,2023-02-10,SJS,431.9500122070313
Buy,MTAR Technologies Ltd.,1770.0,Edelweiss,2023-02-10,,1726.050048828125
Buy,Century Plyboards (I..,663.0,Edelweiss,2023-02-10,CENTURYPLY,506.1000061035156
Buy,Barbeque-Nation Hosp..,1275.0,Edelweiss,2023-02-10,,775.7999877929688
Buy,DLF Ltd.,497.0,Edelweiss,2023-01-30,DLF,353.1499938964844
Buy,Barbeque-Nation Hosp..,1275.0,Edelweiss,2023-01-26,,879.6500244140625
Buy,ICICI Bank Ltd.,1135.0,Edelweiss,2023-01-22,,870.3499755859375
Buy,PSP Projects Ltd.,751.0,Edelweiss,2023-01-19,PSPPROJECT,691.4000244140625
Buy,IndusInd Bank Ltd.,1410.0,Edelweiss,2023-01-19,INDUSINDBK,1200.550048828125
Buy,Newgen Software Tech..,535.0,Edelweiss,2023-01-18,,204.1499938964844
Buy,ICICI Prudential Lif..,525.0,Edelweiss,2023-01-06,,473.0
Buy,Ador Welding Ltd.,1050.0,Edelweiss,2022-12-27,,792.0999755859375
Buy,IndusInd Bank Ltd.,1334.0,Edelweiss,2022-12-09,INDUSINDBK,1202.5
Buy,Godawari Power & Isp..,550.0,Edelweiss,2022-12-08,,341.5
Buy,Westlife Foodworld L..,875.0,Edelweiss,2022-12-03,WESTLIFE,719.5999755859375
Buy,NCC Ltd.,90.0,Edelweiss,2022-11-25,,81.0999984741211
Buy,Larsen & Toubro Ltd.,2247.0,Edelweiss,2022-11-18,LT,2024.449951171875
Buy,KNR Constructions Ltd.,319.0,Edelweiss,2022-11-16,KNRCON,245.6499938964844
Buy,Globus Spirits Ltd.,1120.0,Edelweiss,2022-11-16,GLOBUSSPR,745.5499877929688
Buy,Kennametal India Ltd.,3384.0,Edelweiss,2022-11-16,,2797.199951171875
Buy,Brigade Enterprises ..,633.0,Edelweiss,2022-11-16,,486.75
Buy,Bata India Ltd.,2270.0,Edelweiss,2022-11-15,BATAINDIA,1704.550048828125
Buy,Easy Trip Planners L..,452.0,Edelweiss,2022-11-14,,
Buy,Krishna Institute of..,1832.0,Edelweiss,2022-11-12,,1447.75
Buy,Vinati Organics Ltd.,2660.0,Edelweiss,2022-11-11,VINATIORGA,2099.39990234375
Buy,Rossari Biotech Ltd.,1170.0,Edelweiss,2022-11-11,ROSSARI,827.7999877929688
