Advice,Company,Target,Analyst,Date,Ticker,Reco
Buy,Housing Development ..,2300.0,Sharekhan,2019-05-14,HDFC,20.350000381469727
Buy,Inox Leisure Ltd.,375.0,Sharekhan,2019-05-13,INOXLEISUR,309.3500061035156
Hold,GlaxoSmithKline Phar..,,Sharekhan,2019-05-13,,1278.0999755859375
Buy,Kalpataru Projects I..,552.0,Sharekhan,2019-05-10,,
Buy,Apollo Tyres Ltd.,230.0,Sharekhan,2019-05-10,,190.9499969482422
Buy,Larsen & Toubro Ltd.,1655.0,Sharekhan,2019-05-10,,1355.5
Buy,State Bank of India,390.0,Sharekhan,2019-05-10,,308.04998779296875
Buy,HCL Technologies Ltd.,1250.0,Sharekhan,2019-05-09,HCLTECH,568.2999877929688
Buy,KEC International Ltd.,375.0,Sharekhan,2019-05-09,,286.04998779296875
Buy,Titan Company Ltd.,1260.0,Sharekhan,2019-05-08,,1088.699951171875
Buy,Bharti Airtel Ltd.,350.0,Sharekhan,2019-05-08,BHARTIARTL,318.519775390625
Hold,Supreme Industries L..,1120.0,Sharekhan,2019-05-08,,1020.9500122070312
Hold,Jyothy Labs Ltd.,,Sharekhan,2019-05-07,,169.14999389648438
Hold,Kewal Kiran Clothing..,1415.0,Sharekhan,2019-05-07,KKCL,256.7200012207031
Hold,LIC Housing Finance ..,550.0,Sharekhan,2019-05-06,,485.1499938964844
Buy,ICICI Bank Ltd.,450.0,Sharekhan,2019-05-06,,401.2999877929688
Buy,Marico Ltd.,425.0,Sharekhan,2019-05-06,,339.6000061035156
Buy,Federal Bank Ltd.,118.0,Sharekhan,2019-05-06,,100.0999984741211
Buy,Hindustan Unilever L..,1990.0,Sharekhan,2019-05-06,HINDUNILVR,1668.9000244140625
Hold,Godrej Consumer Prod..,734.0,Sharekhan,2019-05-06,,636.0
Buy,Britannia Industries..,3475.0,Sharekhan,2019-05-03,,2696.14990234375
Hold,Greaves Cotton Ltd.,155.0,Sharekhan,2019-05-03,,147.8000030517578
Buy,Ipca Laboratories Ltd.,1135.0,Sharekhan,2019-05-02,,486.5
Hold,Persistent Systems L..,720.0,Sharekhan,2019-04-30,,318.125
Buy,YES Bank Ltd.,275.0,Sharekhan,2019-04-29,YESBANK,237.1999969482422
Hold,Hero MotoCorp Ltd.,2800.0,Sharekhan,2019-04-26,HEROMOTOCO,2604.0
Hold,Maruti Suzuki India ..,7150.0,Sharekhan,2019-04-26,,6842.85009765625
Hold,Maruti Suzuki India ..,7150.0,Sharekhan,2019-04-26,,6842.85009765625
Buy,Axis Bank Ltd.,900.0,Sharekhan,2019-04-25,,740.9000244140625
Buy,Bajaj Holdings & Inv..,3924.0,Sharekhan,2019-04-24,BAJAJHLDNG,3300.449951171875
Buy,HDFC Bank Ltd.,2750.0,Sharekhan,2019-04-22,,1134.3499755859375
Buy,Reliance Industries ..,1630.0,Sharekhan,2019-04-22,RELIANCE,1230.0975341796875
Buy,Inox Leisure Ltd.,390.0,Sharekhan,2019-04-16,INOXLEISUR,321.1000061035156
Buy,Bajaj Finance Ltd.,3400.0,Sharekhan,2019-04-16,BAJFINANCE,3032.5
Hold,Greaves Cotton Ltd.,155.0,Sharekhan,2019-04-16,,148.6999969482422
Buy,Tata Consultancy Ser..,2400.0,Sharekhan,2019-04-15,,2113.300048828125
Buy,Infosys Ltd.,840.0,Sharekhan,2019-04-12,,747.75
Hold,Gayatri Projects Ltd.,200.0,Sharekhan,2019-04-10,,171.4499969482422
Buy,Shree Cements Ltd.,20800.0,Sharekhan,2019-04-05,SHREECEM,19079.400390625
Buy,Punjab National Bank,110.0,Sharekhan,2019-04-04,,93.6500015258789
Buy,Petronet LNG Ltd.,270.0,Sharekhan,2019-04-01,,247.5
Hold,V-Guard Industries L..,250.0,Sharekhan,2019-03-29,,221.5
Hold,Finolex Cables Ltd.,535.0,Sharekhan,2019-03-28,,482.8500061035156
Buy,Kalpataru Projects I..,552.0,Sharekhan,2019-03-27,,
Buy,Info Edge (India) Ltd.,2100.0,Sharekhan,2019-03-26,,1883.1500244140625
Buy,Sadbhav Engineering ..,300.0,Sharekhan,2019-03-26,,247.8500061035156
Buy,ITC Ltd.,347.0,Sharekhan,2019-03-14,,295.5
Buy,Marico Ltd.,425.0,Sharekhan,2019-03-04,,334.8500061035156
Hold,TVS Motor Company Ltd.,530.0,Sharekhan,2019-03-02,,467.6499938964844
Buy,Inox Leisure Ltd.,270.0,Sharekhan,2019-01-01,,246.1999969482422
Buy,Petronet LNG Ltd.,270.0,Sharekhan,2019-01-01,,229.0
Buy,Petronet LNG Ltd.,270.0,Sharekhan,2018-12-28,PETRONET,226.1000061035156
Hold,Hero MotoCorp Ltd.,3675.0,Sharekhan,2018-12-24,,3168.39990234375
Buy,Inox Leisure Ltd.,270.0,Sharekhan,2018-12-22,,239.1000061035156
Hold,UltraTech Cement Ltd.,4065.0,Sharekhan,2018-12-14,,4005.050048828125
Buy,Reliance Industries ..,1465.0,Sharekhan,2018-12-11,RELIANCE,1003.52587890625
Buy,Rico Auto Industries..,95.0,Sharekhan,2018-12-11,,67.1500015258789
Buy,Tata Consultancy Ser..,2400.0,Sharekhan,2018-12-11,,2000.0
Buy,Zydus Wellness Ltd.,1472.0,Sharekhan,2018-12-10,ZYDUSWELL,1277.0999755859375
Buy,Inox Leisure Ltd.,270.0,Sharekhan,2018-12-06,,223.3999938964844
Buy,Hindustan Unilever L..,2071.0,Sharekhan,2018-12-05,HINDUNILVR,1848.0999755859373
Hold,Sun Pharmaceutical I..,,Sharekhan,2018-12-04,,442.8999938964844
Buy,Zee Entertainment En..,550.0,Sharekhan,2018-12-03,ZEEL,475.2999877929688
Hold,UPL Ltd.,777.0,Sharekhan,2018-12-02,,505.2000122070313
Hold,UPL Ltd.,777.0,Sharekhan,2018-12-02,,505.2000122070313
Hold,Hero MotoCorp Ltd.,3675.0,Sharekhan,2018-12-01,,3055.199951171875
Hold,Max Financial Servic..,470.0,Sharekhan,2018-11-30,,447.2999877929688
Buy,Marico Ltd.,425.0,Sharekhan,2018-11-30,,356.75
Buy,Bajaj Holdings & Inv..,3558.0,Sharekhan,2018-11-27,BAJAJHLDNG,2995.35009765625
Hold,Ashok Leyland Ltd.,117.0,Sharekhan,2018-11-26,,108.9000015258789
Buy,Oil India Ltd.,215.0,Sharekhan,2018-11-19,,200.6999969482422
Buy,Oil India Ltd.,215.0,Sharekhan,2018-11-19,,200.6999969482422
Hold,Triveni Turbine Ltd.,125.0,Sharekhan,2018-11-02,,112.0
Hold,Ashok Leyland Ltd.,117.0,Sharekhan,2018-11-01,,113.3499984741211
Hold,Max Financial Servic..,470.0,Sharekhan,2018-11-01,,400.8500061035156
Buy,Bajaj Finance Ltd.,2450.0,Sharekhan,2018-10-24,,2311.800048828125
Buy,TVS Motor Company Ltd.,615.0,Sharekhan,2018-10-24,,528.0499877929688
Buy,HCL Technologies Ltd.,1215.0,Sharekhan,2018-10-23,HCLTECH,475.7749938964844
Buy,Hindustan Unilever L..,1900.0,Sharekhan,2018-10-12,,1569.5999755859375
Buy,Tata Consultancy Ser..,2400.0,Sharekhan,2018-10-11,,1979.949951171875
Buy,Zee Entertainment En..,560.0,Sharekhan,2018-10-11,ZEEL,463.8999938964844
Hold,HCL Technologies Ltd.,1050.0,Sharekhan,2018-10-10,,525.9000244140625
Hold,Federal Bank Ltd.,84.0,Sharekhan,2018-09-20,,75.1500015258789
Buy,Tata Consultancy Ser..,2400.0,Sharekhan,2018-09-20,,2077.89990234375
Buy,Divi's Laboratories ..,1670.0,Sharekhan,2018-09-18,DIVISLAB,1379.800048828125
Buy,Infosys Ltd.,840.0,Sharekhan,2018-09-17,,725.9500122070312
Hold,Info Edge (India) Ltd.,1800.0,Sharekhan,2018-09-05,,1643.800048828125
Buy,Zydus Wellness Ltd.,1935.0,Sharekhan,2018-09-05,,1717.8499755859375
Hold,PTC India Ltd.,,Sharekhan,2018-09-03,,84.05000305175781
Buy,Bajaj Holdings & Inv..,3844.0,Sharekhan,2018-08-30,BAJAJHLDNG,3128.0
Buy,Mahindra & Mahindra ..,1075.0,Sharekhan,2018-08-17,,293.2034606933594
Buy,Maruti Suzuki India ..,10500.0,Sharekhan,2018-06-22,MARUTI,8874.900390625
Buy,PTC India Ltd.,95.0,Sharekhan,2018-05-23,,81.19999694824219
Buy,Bajaj Finserv Ltd.,6725.0,Sharekhan,2018-05-18,,572.97998046875
Buy,Zee Entertainment En..,680.0,Sharekhan,2018-05-18,,567.5999755859375
Buy,Arvind Ltd.,500.0,Sharekhan,2018-05-09,,166.06060791015625
Buy,Federal Bank Ltd.,120.0,Sharekhan,2018-05-09,,101.1500015258789
Buy,HCL Technologies Ltd.,1120.0,Sharekhan,2018-05-04,,464.9249877929688
Buy,Maruti Suzuki India ..,11085.0,Sharekhan,2018-05-03,MARUTI,8755.9501953125
Buy,Housing Development ..,2200.0,Sharekhan,2018-04-30,HDFC,33.25
Buy,Shree Cements Ltd.,19600.0,Sharekhan,2018-04-30,,16943.80078125
Buy,Reliance Industries ..,1110.0,Sharekhan,2018-04-27,,910.94970703125
Buy,Bharti Airtel Ltd.,520.0,Sharekhan,2018-04-27,,368.388916015625
Buy,Supreme Industries L..,1500.0,Sharekhan,2018-04-26,SUPREMEIND,1308.949951171875
Buy,YES Bank Ltd.,415.0,Sharekhan,2018-04-26,YESBANK,352.3999938964844
Buy,UltraTech Cement Ltd.,4750.0,Sharekhan,2018-04-25,,4134.7998046875
Buy,Persistent Systems L..,820.0,Sharekhan,2018-04-25,PERSISTENT,384.2250061035156
Hold,Thomas Cook (India) ..,298.0,Sharekhan,2018-04-24,,100.6177978515625
Hold,Kewal Kiran Clothing..,1770.0,Sharekhan,2018-04-24,,314.25
Buy,HDFC Bank Ltd.,2300.0,Sharekhan,2018-04-23,,967.875
Buy,Tata Consultancy Ser..,3500.0,Sharekhan,2018-04-20,,1701.2249755859375
Buy,Petronet LNG Ltd.,320.0,Sharekhan,2018-04-09,,239.25
Hold,ICICI Bank Ltd.,295.0,Sharekhan,2018-04-03,,270.04998779296875
Buy,Persistent Systems L..,800.0,Sharekhan,2018-04-03,,337.1000061035156
Buy,Hero MotoCorp Ltd.,4200.0,Sharekhan,2018-04-01,,3542.800048828125
Buy,Bajaj Holdings & Inv..,3388.0,Sharekhan,2018-03-29,,2664.5
Buy,Arvind Ltd.,500.0,Sharekhan,2018-03-26,,146.60984802246094
Hold,PI Industries Ltd.,940.0,Sharekhan,2018-03-22,,823.25
Buy,Zee Entertainment En..,680.0,Sharekhan,2018-03-10,,568.5
Hold,Sun Pharmaceutical I..,600.0,Sharekhan,2018-02-23,,569.6500244140625
Buy,YES Bank Ltd.,360.0,Sharekhan,2018-02-16,,311.79998779296875
Buy,IRB Infrastructure D..,270.0,Sharekhan,2018-01-28,,24.399999618530277
Hold,Persistent Systems L..,720.0,Sharekhan,2017-12-12,,322.92498779296875
Hold,Skipper Ltd.,263.0,Sharekhan,2017-11-24,,256.59912109375
Hold,The Ramco Cements Ltd.,750.0,Sharekhan,2017-11-13,,694.7000122070312
Buy,Supreme Industries L..,1250.0,Sharekhan,2017-11-09,,1121.199951171875
Buy,Housing Development ..,1900.0,Sharekhan,2017-11-09,,61.45000076293945
Hold,Glenmark Pharmaceuti..,,Sharekhan,2017-11-03,,626.5499877929688
Hold,Union Bank of India,,Sharekhan,2017-11-03,,173.5
Buy,Maruti Suzuki India ..,9265.0,Sharekhan,2017-11-03,,8219.400390625
Hold,Apollo Tyres Ltd.,245.0,Sharekhan,2017-11-02,,237.1499938964844
Hold,Firstsource Solution..,45.0,Sharekhan,2017-11-02,,41.650001525878906
Buy,UPL Ltd.,980.0,Sharekhan,2017-10-30,,549.5999755859375
Hold,Lupin Ltd.,,Sharekhan,2017-10-30,,1025.949951171875
Buy,ICICI Bank Ltd.,340.0,Sharekhan,2017-10-27,,301.1499938964844
Hold,ITC Ltd.,,Sharekhan,2017-10-27,,269.3500061035156
Buy,V-Guard Industries L..,227.0,Sharekhan,2017-10-26,,207.6499938964844
Buy,Emami Ltd.,1355.0,Sharekhan,2017-10-26,,605.4500122070312
Hold,YES Bank Ltd.,350.0,Sharekhan,2017-10-26,,331.20001220703125
Buy,Divi's Laboratories ..,1275.0,Sharekhan,2017-10-14,,872.7000122070312
Buy,Just Dial Ltd.,,SMC online,2021-07-16,,1072.699951171875
Buy,Canara Bank,,SMC online,2020-01-23,,44.13999938964844
Neutral,Indian Railway Cater..,,SMC online,2019-09-30,,
Neutral,Shankara Building Pr..,,SMC online,2017-03-17,,
Buy,Federal Bank Ltd.,124.0,SPA Research,2020-10-21,,57.0
Buy,Ashok Leyland Ltd.,87.0,SPA Research,2020-08-19,ASHOKLEY,69.25
Sell,Maruti Suzuki India ..,5243.0,SPA Research,2020-07-30,,6265.39990234375
Hold,TVS Motor Company Ltd.,357.0,SPA Research,2020-07-30,,402.1499938964844
Hold,Escorts Kubota Ltd.,1249.0,SPA Research,2020-07-29,,1140.800048828125
Buy,Dixon Technologies (..,5700.0,SPA Research,2020-06-18,,1113.3699951171875
Buy,DCB Bank Ltd.,231.0,SPA Research,2020-06-11,DCBBANK,74.5
Buy,Parag Milk Foods Ltd.,342.0,SPA Research,2019-05-14,,238.25
Buy,DCB Bank Ltd.,242.0,SPA Research,2019-04-22,,207.3999938964844
Buy,Apar Industries Ltd.,700.0,SPA Research,2019-01-01,,665.5999755859375
Buy,Apar Industries Ltd.,700.0,SPA Research,2018-12-18,,636.9000244140625
Buy,V-Guard Industries L..,248.0,SPA Research,2018-12-18,,217.6000061035156
Buy,Escorts Kubota Ltd.,867.0,SPA Research,2018-12-17,,671.2000122070312
Buy,Escorts Kubota Ltd.,867.0,SPA Research,2018-12-17,,671.2000122070312
Hold,Canara Bank,247.0,SPA Research,2018-11-30,,51.15999984741211
Buy,Ramkrishna Forgings ..,710.0,SPA Research,2018-11-29,,109.63999938964844
Buy,Ashok Leyland Ltd.,147.0,SPA Research,2018-11-22,,109.3000030517578
Buy,Indian Bank,335.0,SPA Research,2018-11-20,,228.0500030517578
Sell,Coforge Ltd.,740.0,SPA Research,2018-03-01,,871.4000244140625
Buy,Shree Pushkar Chemic..,270.0,SPA Research,2018-02-26,,224.6499938964844
Buy,Gujarat State Fertil..,161.0,SPA Research,2018-02-26,,131.0
Hold,Ashok Leyland Ltd.,139.0,SPA Research,2018-02-26,,136.8000030517578
Buy,Navkar Corporation L..,310.0,SPA Research,2018-02-26,,169.75
Buy,Imagicaaworld Entert..,119.0,SPA Research,2018-02-23,,57.29999923706055
Buy,Canara Bank,384.0,SPA Research,2018-02-20,,62.25
Hold,Cyient Ltd.,598.0,SPA Research,2018-02-07,,604.9000244140625
Hold,Ajanta Pharma Ltd.,1520.0,SPA Research,2018-02-01,,935.5999755859376
Hold,Bank of Baroda,175.0,SPA Research,2017-11-24,,176.85000610351562
Hold,Canara Bank,390.0,SPA Research,2017-11-20,,78.62999725341797
Hold,Indian Bank,394.0,SPA Research,2017-11-15,,391.2999877929688
Hold,Ramkrishna Forgings ..,827.0,SPA Research,2017-11-01,,148.97000122070312
Buy,Nazara Technologies ..,821.0,StoxBox - BP Wealth,2023-08-24,,707.5999755859375
Buy,Shree Digvijay Cemen..,114.0,StoxBox - BP Wealth,2023-08-03,,90.25
Buy,Marksans Pharma Ltd.,129.0,StoxBox - BP Wealth,2023-07-22,,109.5
Buy,CCL Products India L..,,StoxBox - BP Wealth,2023-07-18,,620.5499877929688
Buy,Escorts Kubota Ltd.,2588.0,StoxBox - BP Wealth,2023-07-07,,2212.89990234375
Buy,PNB Housing Finance ..,543.0,Stoxbox - BP Wealth,2023-05-29,,480.5499877929688
Hold,City Union Bank Ltd.,,Sushil Finance,2017-02-16,,126.1156997680664
Buy,Sharda Cropchem Ltd.,551.0,Systematix Group,2017-03-28,,462.4500122070313
Buy,Sintex Industries Ltd.,128.0,Systematix Group,2017-02-22,,
Buy,Manpasand Beverages ..,858.0,Systematix Group,2017-02-14,,343.5249938964844
Buy,Shemaroo Entertainme..,519.0,Systematix Group,2017-02-02,,424.3999938964844
Buy,Solar Industries Ind..,810.0,Systematix Group,2016-11-02,,690.9500122070312
Buy,UNO Minda Ltd.,380.0,Systematix Group,2016-09-26,,102.3499984741211
Buy,Capital First Ltd.,831.0,Systematix Group,2016-09-08,,694.4000244140625
Accumulate,Dhanuka Agritech Ltd.,823.0,Systematix Group,2016-08-31,,762.5
Buy,Vodafone Idea Ltd.,189.0,Systematix Group,2016-07-04,,64.0956039428711
Buy,Ramkrishna Forgings ..,519.0,Systematix Group,2016-06-30,,88.16000366210938
Buy,Salzer Electronics L..,263.0,Systematix Group,2016-06-17,,210.5
Buy,Sterlite Technologie..,134.0,Systematix Group,2016-06-16,,
Buy,Capital First Ltd.,468.0,Systematix Group,2016-01-21,,369.2999877929688
Buy,Indo Count Industrie..,,Systematix Group,2015-12-31,,220.1199951171875
Buy,Inox Wind Ltd.,442.0,Systematix Group,2015-12-11,,85.57499694824219
Buy,Force Motors Ltd.,3856.0,Systematix Group,2015-10-15,,
Buy,PVR INOX Ltd.,983.0,Systematix Group,2015-10-15,,
Buy,Britannia Industries..,3604.0,Systematix Group,2015-10-01,,1561.4000244140625
Buy,Kansai Nerolac Paint..,278.0,Systematix Group,2015-10-01,,159.60000610351562
Buy,Inox Leisure Ltd.,269.0,Systematix Group,2015-09-23,,218.3500061035156
Buy,CCL Products India L..,253.0,Systematix Group,2015-09-16,,209.9499969482422
Buy,Pidilite Industries ..,662.0,Systematix Group,2015-07-30,,558.7000122070312
Buy,NBCC (India) Ltd.,,Systematix Group,2015-07-24,,69.98332977294922
Buy,Gateway Distriparks ..,405.0,Systematix Group,2015-07-24,,
Buy,Gabriel India Ltd.,128.0,Systematix Group,2015-07-20,,84.1500015258789
Buy,Va Tech Wabag Ltd.,930.0,Systematix Group,2015-07-13,,767.5999755859375
Buy,Ajanta Pharma Ltd.,1900.0,Systematix Group,2015-07-09,,1067.933349609375
Buy,Vodafone Idea Ltd.,315.0,Systematix Group,2015-07-03,,109.25798797607422
Buy,Vodafone Idea Ltd.,181.0,Systematix Group,2015-05-14,,103.9518585205078
Buy,Zensar Technologies ..,877.0,Systematix Group,2015-05-13,,139.9600067138672
Buy,Firstsource Solution..,40.0,Systematix Group,2015-05-06,,34.75
Buy,Vodafone Idea Ltd.,200.0,Systematix Group,2015-05-06,,103.65037536621094
Buy,Finolex Cables Ltd.,,Systematix Group,2015-03-30,,280.1000061035156
Buy,Birlasoft Ltd.,261.0,Systematix Group,2015-01-30,,128.98861694335938
Buy,Power Finance Corpor..,,Systematix Group,2015-01-09,,112.27999877929688
Buy,PPAP Automotive Ltd.,160.0,Systematix Group,2014-10-13,,110.1500015258789
Buy,India Motor Parts & ..,856.0,Systematix Group,2014-09-30,,432.7999877929688
Buy,Privi Speciality Che..,,Systematix Group,2014-09-26,,
Buy,Tata Steel Ltd.,,Systematix Group,2014-09-04,,48.49905776977539
Buy,Repco Home Finance L..,,Systematix Group,2014-08-21,,438.6000061035156
Buy,Technocraft Industri..,,Systematix Group,2014-08-19,,181.75
Buy,NBCC (India) Ltd.,,Systematix Group,2014-07-28,,30.986665725708008
Buy,Bharat Forge Ltd.,,Systematix Group,2014-07-23,,347.25
Buy,Brokerage Research R..,,Systematix Group,2014-07-17,,
Buy,Brokerage Research R..,,Systematix Group,2014-07-03,,
Buy,Brokerage Research R..,,Systematix Group,2014-06-24,,
Buy,Brokerage Research R..,,Systematix Group,2014-05-20,,
Buy,Brokerage Research R..,,Systematix Group,2014-05-12,,
Buy,Brokerage Research R..,,Systematix Group,2014-02-20,,
Buy,Brokerage Research R..,,Systematix Group,2014-02-19,,
Buy,Brokerage Research R..,,Systematix Group,2014-02-17,,
Buy,Amara Raja Energy & ..,328.0,Systematix Group,2013-09-10,,
Buy,Escorts Kubota Ltd.,90.0,Systematix Group,2013-08-23,,88.9000015258789
Accumulate,Godrej Consumer Prod..,965.0,Systematix Group,2013-08-16,,291.5
Buy,Escorts Kubota Ltd.,90.0,Systematix Group,2013-07-15,,87.0
Buy,Lupin Ltd.,681.0,Systematix Group,2012-09-20,,579.2000122070312
Sell,Steel Authority of I..,95.0,Trendlyne Analysis,2024-01-12,,114.9000015258789
Hold,Vedanta Ltd.,254.2,Trendlyne Analysis,2024-01-02,,258.1499938964844
Sell,Adani Green Energy L..,,Trendlyne Analysis,2023-12-27,,1601.0999755859375
Buy,One97 Communications..,1002.0,Trendlyne Analysis,2023-12-21,,
Buy,ICICI Bank Ltd.,1188.0,Trendlyne Analysis,2023-12-20,,1006.6500244140624
Sell,YES Bank Ltd.,15.0,Trendlyne Analysis,2023-12-13,,21.200000762939453
Buy,HFCL Ltd.,163.0,Ventura,2024-06-12,HFCL,111.56999969482422
Buy,Piramal Pharma Ltd.,248.0,Ventura,2024-06-04,,144.8000030517578
Buy,Responsive Industrie..,436.0,Ventura,2024-05-21,,303.04998779296875
Buy,Gravita India Ltd.,1400.0,Ventura,2024-05-21,GRAVITA,950.9000244140624
Buy,VIP Industries Ltd.,741.0,Ventura,2024-05-02,,552.6500244140625
Buy,Adani Green Energy L..,2830.0,Ventura,2024-04-04,ADANIGREEN,1890.8499755859373
Buy,IRB Infrastructure D..,134.0,Ventura,2024-04-01,IRB,61.29999923706055
Buy,Gravita India Ltd.,1259.0,Ventura,2024-03-28,,998.75
Buy,UFO Moviez India Ltd.,214.0,Ventura,2024-03-26,UFO,130.1999969482422
Buy,Marksans Pharma Ltd.,301.0,Ventura,2024-03-14,MARKSANS,144.35000610351562
Buy,Adani Energy Solutio..,1600.0,Ventura,2024-03-12,,
Buy,Sunteck Realty Ltd.,664.0,Ventura,2024-03-11,,447.0
Buy,Religare Enterprises..,532.0,Ventura,2024-03-04,RELIGARE,234.0500030517578
Buy,Eris Lifesciences Ltd.,1609.0,Ventura,2024-02-23,ERIS,875.5
Buy,Seamec Ltd.,1574.0,Ventura,2024-02-21,,1104.949951171875
Buy,PCBL Ltd.,425.0,Ventura,2024-02-15,,306.6000061035156
Buy,Tracxn Technologies ..,182.0,Ventura,2024-01-17,,112.1999969482422
Buy,Tips Industries Ltd.,612.0,Ventura,2024-01-12,,391.75
Buy,Aegis Logistics Ltd.,516.0,Ventura,2024-01-09,,345.3500061035156
Buy,Sadhana Nitro Chem L..,148.0,Ventura,2024-01-06,,
Buy,Adani Power Ltd.,707.0,Ventura,2023-12-29,,525.1500244140625
Buy,Sai Silks (Kalamandi..,421.0,Ventura,2023-12-22,,
Buy,Lloyds Engineering W..,71.0,Ventura,2023-12-21,,
Buy,Aurionpro Solutions ..,2887.0,Ventura,2023-12-19,,2063.64990234375
Buy,JSW Energy Ltd.,530.0,Ventura,2023-11-25,,420.9500122070313
Buy,Swan Energy Ltd.,810.0,Ventura,2023-11-11,,422.3999938964844
Buy,IRB Infrastructure D..,94.5,Ventura,2023-11-06,,34.79999923706055
Buy,Religare Enterprises..,471.0,Ventura,2023-10-10,,234.3999938964844
Buy,JSW Infrastructure L..,245.0,Ventura,2023-10-04,,
Buy,Marksans Pharma Ltd.,149.0,Ventura,2023-10-04,MARKSANS,108.5500030517578
Buy,Jupiter Life Line Ho..,1185.0,Ventura,2023-09-18,,1075.75
Buy,DCM Shriram Ltd.,1247.0,Ventura,2023-08-31,,932.0999755859376
Buy,Welspun Corp Ltd.,553.0,Ventura,2023-08-30,,335.8500061035156
Buy,Welspun Specialty So..,62.0,Ventura,2023-08-25,,
Buy,Zomato Ltd.,156.0,Ventura,2023-08-24,,93.8000030517578
Buy,Welspun Living Ltd.,218.0,Ventura,2023-08-23,,
Buy,LT Foods Ltd.,244.0,Ventura,2023-08-22,,
Buy,UFO Moviez India Ltd.,185.0,Ventura,2023-08-17,,111.8499984741211
Buy,Minda Corporation Ltd.,418.0,Ventura,2023-08-09,,298.1000061035156
Buy,PNB Housing Finance ..,773.0,Ventura,2023-07-06,,579.8499755859375
Buy,Lloyds Metals & Ener..,1040.0,Ventura,2023-07-03,,
Buy,Lloyds Metals & Ener..,1040.0,Ventura,2023-06-26,,
Buy,UNO Minda Ltd.,770.0,Ventura,2023-06-09,,271.1499938964844
Buy,State Bank of India,943.0,Ventura,2023-06-08,SBIN,588.5
Buy,Maruti Suzuki India ..,13572.0,Ventura,2023-06-06,,9736.2001953125
Buy,Ramkrishna Forgings ..,528.0,Ventura,2023-05-16,,346.20001220703125
Buy,Capacit'e Infraproje..,296.0,Ventura,2023-05-16,CAPACITE,164.64999389648438
Buy,ICICI Bank Ltd.,1339.0,Ventura,2023-05-16,ICICIBANK,946.3499755859376
Buy,Gulf Oil Lubricants ..,813.0,Ventura,2023-05-01,,408.0
Buy,Indraprastha Gas Ltd.,1009.0,Ventura,2023-04-17,,491.25
Buy,Eicher Motors Ltd.,4154.0,Ventura,2023-04-17,,3229.0
Buy,Sterling Tools Ltd.,570.0,Ventura,2023-04-15,,436.5499877929688
Buy,Tata Motors Ltd.,715.0,Ventura,2023-04-10,,461.2999877929688
Buy,Mahanagar Gas Ltd.,1719.0,Ventura,2023-04-10,,992.2999877929688
Buy,Anand Rathi Wealth L..,1125.0,Ventura,2023-04-10,,
Buy,Artemis Medicare Ser..,134.0,Ventura,2023-04-05,,68.0999984741211
Buy,KEC International Ltd.,699.0,Ventura,2023-04-05,,455.0
Buy,Tata Motors Ltd.,715.0,Ventura,2023-03-27,,412.0499877929688
Buy,Landmark Cars Ltd.,987.0,Ventura,2023-02-20,,612.6500244140625
Buy,Adani Enterprises Ltd.,5999.0,Ventura,2023-01-17,ADANIENT,3639.35009765625
Buy,RBL Bank Ltd.,256.2,Ventura,2022-11-28,RBLBANK,150.5
Buy,Mrs. Bectors Food Sp..,497.0,Ventura,2022-11-21,,405.25
Buy,Marksans Pharma Ltd.,104.0,Ventura,2022-10-21,,47.79999923706055
Buy,Mahindra Holidays & ..,576.0,Ventura,2022-10-15,,273.3999938964844
Buy,IRB Infrastructure D..,729.2,Ventura,2022-10-14,,21.614999771118164
Hold,Adani Total Gas Ltd.,3475.0,Ventura,2022-09-26,,3371.050048828125
Buy,Adani Ports & Specia..,1628.0,Ventura,2022-09-24,ADANIPORTS,913.7999877929688
Buy,Adani Enterprises Ltd.,4310.0,Ventura,2022-09-23,ADANIENT,3674.300048828125
Buy,Adani Wilmar Ltd.,949.0,Ventura,2022-09-23,,809.9500122070312
Hold,Adani Energy Solutio..,4172.0,Ventura,2022-09-23,,
Buy,Adani Green Energy L..,3581.0,Ventura,2022-09-23,ADANIGREEN,2323.85009765625
Buy,Aditya Vision Ltd.,2309.0,Ventura,2022-09-15,,1431.699951171875
Buy,Shalby Ltd.,243.0,Ventura,2022-09-14,,132.85000610351562
Buy,Black Box Ltd.,301.0,Ventura,2022-09-13,,
Buy,Cantabil Retail Indi..,2156.0,Ventura,2022-09-02,,296.4599914550781
Buy,Lemon Tree Hotels Ltd.,91.6,Ventura,2022-09-02,,72.0
Buy,Indian Hotels Compan..,384.0,Ventura,2022-08-19,,271.45001220703125
Buy,Bank of Maharashtra,25.0,Ventura,2022-08-11,,16.950000762939453
Buy,Deepak Fertilisers &..,908.0,Ventura,2022-07-25,DEEPAKFERT,669.5499877929688
Buy,HDFC Bank Ltd.,2213.0,Ventura,2022-07-22,HDFCBANK,1392.5
Buy,HFCL Ltd.,86.0,Ventura,2022-07-12,,65.8499984741211
Buy,Adani Enterprises Ltd.,2821.0,Ventura,2022-07-06,ADANIENT,2272.85009765625
Buy,Delhivery Ltd.,831.0,Ventura,2022-06-10,,
Buy,ITC Ltd.,350.0,Ventura,2022-06-08,,267.8999938964844
Buy,Axis Bank Ltd.,901.1,Ventura,2022-06-07,,665.8499755859375
Buy,ITC Ltd.,350.0,Ventura,2022-05-26,,266.70001220703125
